Category ID	Category Name	Number	Name
759	NINJAGO / Dragons Rising Season 2	njo0915	Sora - Tournament Armor, Scabbard
65	Star Wars / Star Wars Other / Star Wars Rebuild the Galaxy	sw1360	Yesi Scala
65	Star Wars / Star Wars Other / Star Wars Rebuild the Galaxy	sw1361	Sig Greebling - Dark Tan Jacket
65	Star Wars / Star Wars Other / Star Wars Rebuild the Galaxy	sw1362	Astromech Droid, L3-GO
65	Star Wars / Star Wars Other / Star Wars Rebuild the Galaxy	sw1359	Rebel Pilot - Helmet with Black Rebel Alliance Symbols
878	Disney / Encanto	dis169	Camilo
878	Disney / Encanto	dis168	Dolores
878	Disney / Encanto	dis167	Luisa
878	Disney / Encanto	dis170	Abuela Alma Madrigal - Light Bluish Gray Hair
1266	Gabby's Dollhouse	gdh010	Gabby - Dark Pink Jacket over Black and White Striped Shirt, Blue Trousers, Dark Brown Hair with Internal Supports
759	NINJAGO / Dragons Rising Season 2	njo0917	Statue - Tournament Temple City
67	Town	twn501	Child - Boy, Medium Azure Top with Triangles, White Short Legs with Yellow Feet, Reddish Brown Hair, Orange Flippers
67	Town	twn502	Child - Girl, White Halter Top with Green Apples and Lime Spots, White Short Legs with Yellow Feet, Dark Orange Hair
1266	Gabby's Dollhouse	gdh011	Baby Cupcake
801	Minecraft	min176	Badlands Explorer
801	Minecraft	min177	Husk - Dark Brown Legs
227	Harry Potter / Chamber of Secrets	hp495	Harry Potter - Dark Blue Hoodie, Dark Bluish Gray Short Legs
227	Harry Potter / Chamber of Secrets	hp496	Ron Weasley - Dark Bluish Gray Plaid Jacket, Dark Tan Short Legs
1266	Gabby's Dollhouse	gdh012	Baby Box (6483581)
1070	Despicable Me and Minions / Despicable Me 4	mnn025	Edith
1070	Despicable Me and Minions / Despicable Me 4	mnn026	Lucy
1070	Despicable Me and Minions / Despicable Me 4	mnn028	Gru Jr.
1070	Despicable Me and Minions / Despicable Me 4	mnn030	Mega Minion Tim
878	Disney / Disney Princess / Ariel	dp193	Ariel, Mermaid (Medium Brown) - Magenta Top, Medium Azure Tail
67	Town / City	cty1774	Sports Car Driver - Female, Black Leather Jacket over Shirt with White Stripes, Pearl Dark Gray Legs, Tan Hair with Cochlear Implant
67	Town / City	cty1773	Tow Truck Driver - Male, Sand Blue Mechanic Uniform, Sand Blue Legs, Dark Blue Cap, Goatee, Splotches
1197	BrickLink Designer Program	bdp097	Mountain Fortress Lion Knights King
1197	BrickLink Designer Program	bdp098	Mountain Fortress Child
1197	BrickLink Designer Program	bdp099	Mountain Fortress Black Falcon Archer - Male
1197	BrickLink Designer Program	bdp100	Mountain Fortress Woman
1197	BrickLink Designer Program	bdp101	Mountain Fortress Black Falcon Archer - Female
1197	BrickLink Designer Program	bdp102	Mountain Fortress Black Falcon Soldier - Helmet with Neck Protector, Beard
1197	BrickLink Designer Program	bdp103	Black Falcon - Male, Pearl Dark Gray Detailed Legs, Helmet with Pointed Visor, Armor
1197	BrickLink Designer Program	bdp104	Mountain Fortress Black Falcon Soldier - Helmet with Broad Brim, Shoulder Armor
1197	BrickLink Designer Program	bdp105	Mountain Fortress Black Falcon Woman
771	Friends	frnd0752	Friends Niko - Bright Light Orange Sleeveless Shirt, Bright Light Blue Shorts, Lime Shoes
167	DUPLO / Peppa Pig	47205pb116	Duplo Figure Lego Ville, Suzy Sheep (6475127)
167	DUPLO / Peppa Pig	47205pb117	Duplo Figure Lego Ville, Pedro Pony (6468164)
801	Minecraft	min178	Skeleton, Minecraft - Medium Azure Helmet
801	Minecraft	min179	Wolf Tamer
983	Promotional	gen183	Jules Verne
1197	BrickLink Designer Program	bdp106	Painter - Male Artist, Tan Knit Cable Sweater, Black Legs, Reddish Brown Flat Cap
1197	BrickLink Designer Program	bdp107	Bistro Chef - Female, White Torso with 8 Buttons, Black Legs, White Chef Toque
1197	BrickLink Designer Program	bdp108	Florist - Female, Reddish Brown Apron, Sand Blue Legs, Reddish Brown Hair Ponytail (Fleuriste Laurette)
1197	BrickLink Designer Program	bdp109	Tourist - Male, Dark Blue Suit and Hat, Light Bluish Gray Beard
1197	BrickLink Designer Program	bdp110	Child - Girl, Bright Green Sweater with Bright Light Yellow Zigzag Lines, Dark Blue Short Legs, Reddish Brown Hair over Shoulder
1197	BrickLink Designer Program	bdp111	Bakery / Boulangerie Owner - Reddish Brown Apron with Cup and Name Tag, Dark Brown Legs, Dark Green Cap
1197	BrickLink Designer Program	bdp112	Tourist - Male, Black Vest with Blue Striped Tie, Black Legs, Black Top Hat, Moustache
227	Harry Potter / Goblet of Fire	hp499	Madame Olympe Maxime - Dark Red Long Legs
227	Harry Potter / Goblet of Fire	hp500	Professor Igor Karkaroff - White Jacket
227	Harry Potter / Goblet of Fire	hp498	Viktor Krum - Fur Coat and Collar
227	Harry Potter / Goblet of Fire	hp497	Fleur Delacour - Bright Light Blue Robe, Smirking / Scared
227	Harry Potter / Sorcerer's Stone	hp504	Garrick Ollivander - Dark Brown Jacket, Hair Swept Back
227	Harry Potter / Sorcerer's Stone	hp502	Witch
227	Harry Potter / Sorcerer's Stone	hp503	Wizard
227	Harry Potter / Sorcerer's Stone	hp505	Padma Patil - Dark Green Jacket, Reddish Brown Short Legs
65	Star Wars / Star Wars Episode 4/5/6	sw1372	Nien Nunb
878	Disney / Disney Princess / Sleeping Beauty	dp194	Aurora - Dark Pink Top, Metallic Pink Sleeves, Gold Necklace, Dark Pink Cropped Trousers, Reddish Brown Boots, Yellow Hair, Crown Tiara
850	Jurassic World / Chaos Theory	jw123	ACU Guard / Driver - Female, Dark Blue Cap, Black Legs, Smile
850	Jurassic World / Chaos Theory	jw124	Kenji Kon - Dark Blue Jacket over Green Hoodie
850	Jurassic World / Chaos Theory	jw125	Darius Bowman - Yellow Jacket over Dark Blue Shirt, Dark Bluish Gray Legs
850	Jurassic World / Chaos Theory	jw126	Yasmina 'Yaz' Fadoula - Medium Nougat Jacket over Dark Purple and White Striped Shirt, Tan Legs
842	SPEED CHAMPIONS	sc115	Lamborghini Lambo V12 Vision Gran Turismo Driver
1197	BrickLink Designer Program	bdp113	Snack Shack Patron - Female, Medium Nougat Tank Top, Sand Blue Legs with Pockets, Dark Brown Hair
1197	BrickLink Designer Program	bdp114	Snack Shack Vendor - Male, Dark Tan Top with Reddish Brown Apron, Sand Blue Legs, Dark Blue Cap
227	Harry Potter / Sorcerer's Stone	hp506	Madam Malkin
67	Town / City / Space Exploration	cty1775	Astronaut - Male, White Spacesuit with Dark Azure Arms, Dark Azure Helmet, Trans-Clear Visor, Stubble
1197	BrickLink Designer Program	bdp120	Train Worker Frank - White Hair and Beard, Reddish Brown Apron
1197	BrickLink Designer Program	bdp121	Train Worker Andrea - Blue Overalls, Dark Blue Cap
1197	BrickLink Designer Program	bdp122	Train Worker Robert - Dark Tan Vest, Dark Azure Legs, Prosthetic Left Leg, Orange Air Tanks, Construction Helmet
1197	BrickLink Designer Program	bdp123	Train Worker Julia - Medium Blue Octan Shirt, Dark Tan Legs with Reddish Brown Boots, Green Glasses, Black Ponytail
1197	BrickLink Designer Program	bdp124	Train Worker Sam - Red Plaid Flannel Shirt, Black Legs, Moustache, and Hair
1197	BrickLink Designer Program	bdp125	Train Worker Samantha - Orange Jacket, Dark Bluish Gray Legs with Black Boots, Black Bob Cut Hair
878	Disney / Disney Princess / Moana	moa005	Moana (Sienna) - Mini Doll, Coral and White Strapless Top, Tan Long Skirt with Dark Tan Hems, Dark Brown Hair
878	Disney / Disney Princess / Ariel	dp195	Ursula (Medium Nougat) - Mini Doll, Dark Purple Dress
67	Town	twn503	Adult - Male, Tan Knit Cable Sweater, Dark Blue Legs, Medium Nougat Spiked Hair
67	Town	twn504	Child - Girl, Bright Pink Hoodie with Medium Blue and White Diagonal Stripes, Medium Blue Short Legs, Reddish Brown Wavy Hair
1197	BrickLink Designer Program	bdp115	General Store Owner - Male, Reddish Brown Apron, Sand Blue Legs, Dark Bluish Gray Hair
1197	BrickLink Designer Program	bdp116	General Store Customer - Female, Dark Green Open Jacket, Dark Brown Legs, Reddish Brown Hair
1197	BrickLink Designer Program	bdp117	General Store Customer - Male, Dark Blue Suit, Black Top Hat, Black Moustache
1197	BrickLink Designer Program	bdp118	General Store Customer - Female, Dark Pink Sweater, Dark Green Skirt, Reddish Brown Hair
1197	BrickLink Designer Program	bdp119	General Store Carriage Driver - Male, Red Plaid Flannel Shirt, Black Legs, Tan Fedora
1100	Monkie Kid	mk158	Nüwa {Nuwa}
1100	Monkie Kid	mk159	Li Jing
1100	Monkie Kid	mk160	Monkie Kid - White Jacket with Zippers, Flat Silver Legs
1100	Monkie Kid	mk161	Mei - White Jacket with Zippers, Flat Silver Legs
1100	Monkie Kid	mk162	Mr. Tang - White Jacket, Flat Silver Legs
1100	Monkie Kid	mk163	Pigsy - White Jacket, Dark Bluish Gray Medium Legs
1100	Monkie Kid	mk164	Sandy - White Jacket, Flat Silver Legs
1100	Monkie Kid	mk165	Mei - Dragon Armor Suit, Bright Green Roller Skates
1100	Monkie Kid	mk166	Monkie Kid - Mech Armor
65	Star Wars / Star Wars Other / Star Wars Rebuild the Galaxy	sw1379	Jedi Bob (Bobarian Afol) - Dark Bluish Gray Tunic, Reddish Brown Hood and Cape
65	Star Wars / Star Wars Other / Star Wars Rebuild the Galaxy	sw1378	Ackbar Trooper
65	Star Wars / Star Wars Other / Star Wars Rebuild the Galaxy	sw1380	Servo (SR-V0) - Gonk Droid (GNK Power Droid)
67	Town / City / Jungle	cty1780	City Jungle Explorer Medic - Male, Sand Blue Vest with Stethoscope, Dark Tan Legs with Pockets, Goatee and Black Hair, Open Backpack
67	Town / City / Jungle	cty1776	City Jungle Explorer Medic - Male, Sand Blue Vest with Stethoscope, Dark Tan Legs with Pockets, Goatee and Black Hair
67	Town / City / Jungle	cty1779	City Jungle Explorer - Female, Sand Blue Knotted Shirt over Tan Shirt and Necklace, Dark Tan Legs with Pockets, Black Hair Braided Bun
67	Town / City / Jungle	cty1777	City Jungle Explorer Mechanic - Female, Dark Tan Vest over Sand Green Shirt, Dark Blue Legs, Dark Red Hair
67	Town / City / Jungle	cty1778	City Jungle Explorer Pilot - Male, Dark Brown Jacket over Red Hawaiian Shirt, Dark Tan Legs with Pockets, Dark Blue Cap, Dark Orange Beard
771	Friends	frnd0753	Friends Autumn - White and Orange Sleeveless Top with Tent, Dark Tan Shorts, Metallic Light Blue Sandals, Prosthetic Hand
771	Friends	frnd0754	Friends Liann - White Knotted T-Shirt with Tent, Lime Trousers, Coral Shoes
771	Friends	frnd0755	Friends Jonathan - White T-Shirt with Tent, Olive Green Cropped Trousers, Dark Blue Shoes, Orange Life Jacket
771	Friends	frnd0756	Friends Aliya - White T-Shirt with Tent, Medium Blue Shorts, Dark Blue Shoes, Orange Life Jacket
771	Friends	frnd0757	Friends Olly - Sand Blue Jacket over White T-Shirt with Tent, Bright Light Orange Shorts, Coral Shoes and Hat
771	Friends	frnd0758	Friends Jamila - White Sleeveless Top with Tent, Dark Purple Trousers, Orange Shoes
771	Friends	frnd0759	Friends Leo - White T-Shirt with Tent, Coral Cropped Trousers, Dark Blue Shoes
1203	Sonic the Hedgehog	son017	Shadow the Hedgehog - Open Mouth
1203	Sonic the Hedgehog	son018	Tails (Miles Prower) - Winking
1203	Sonic the Hedgehog	son019	Super Sonic
768	Super Heroes / The Infinity Saga	sh0966	Hulk - Giant, Sand Blue Pants with Lavender Panels, Raging with Open Mouth
768	Super Heroes / The Infinity Saga	sh0967	Hulk - Giant, Dark Bluish Gray Pants, Raging
768	Super Heroes / The Infinity Saga	sh0968	Loki - Pearl Dark Gray Suit, Flexible Rubber Cape
1100	Monkie Kid	mk167	The Nine-Headed Demon
768	Super Heroes / The Infinity Saga	sh0969	Hawkeye - Black and Dark Red Suit, Dark Tan Hair, Quiver, Silver Boot Tips
768	Super Heroes / The Infinity Saga	sh0970	Hydra Trooper
768	Super Heroes / The Infinity Saga	sh0971	Hydra Trooper - Energy Pack
768	Super Heroes / The Infinity Saga	sh0972	Thor - Flexible Rubber Cape, Black Legs, Tousled Hair
768	Super Heroes / The Infinity Saga	sh0973	Captain America - Dark Blue Suit with Reddish Brown Belt and Harness, Reddish Brown Hands, Helmet, Neck Bracket
1100	Monkie Kid	mk168	Nezha - Red Legs
1100	Monkie Kid	mk169	The 100-Eyed Demon
1100	Monkie Kid	mk170	Monkey King - Pearl Gold Shoulder Armor with Dragon Heads
1100	Monkie Kid	mk171	Monkey King - White Jacket, Flat Silver Legs
1100	Monkie Kid	mk172	Monkie Kid - Bright Light Orange Racing Suit, Red Legs
1100	Monkie Kid	mk173	Mei - White Top, Overalls, Dragon Bag
768	Super Heroes / The Infinity Saga	sh0974	Iron Man - Mark 43 Armor, Light Nougat Head
1095	Super Mario	mar0184	Bowser Jr. - 1 Lime Brick 1 x 1, 1 Red Brick 1 x 1
976	LEGO Brand / LEGO Employee Gift	gen184	Play Day 2023 Detective, Female
1095	Super Mario	mar0185	Kamek - Open Mouth, Red Tongue
1095	Super Mario	mar0186	Pink Baby Yoshi
1095	Super Mario	mar0187	Boo - Dark Pink Tongue
768	Super Heroes / Guardians of the Galaxy Vol. 2	sh0975	Star-Lord - Dark Red Printed Legs
1095	Super Mario	mar0188	Lakitu - Yellow Legs
1095	Super Mario	mar0189	Yellow Toad - Surprised
842	SPEED CHAMPIONS	sc116	Aston Martin AMR23 Driver
842	SPEED CHAMPIONS	sc117	Aston Martin Vantage Safety Car Driver
768	Super Heroes / Guardians of the Galaxy Vol. 2	sh0976	Gamora - Dark Red Printed Legs
768	Super Heroes / Guardians of the Galaxy Vol. 2	sh0977	Drax - Dark Red Tattoos
768	Super Heroes / Guardians of the Galaxy Vol. 2	sh0978	Groot - Baby, Dark Tan (6490595)
768	Super Heroes / Thor Ragnarok	sh0979	Thor - Flexible Rubber Cape, Pearl Dark Gray Legs, Tousled Hair
768	Super Heroes / Thor Ragnarok	sh0980	Fire Demon
1268	DREAMZzz	drm045	Izzie (Isabel Christina Garcia) - Orange and Magenta Tunic, Shoulder Cape with Blue Tribal Stripes
1268	DREAMZzz	drm046	Dreamling - Medium Nougat Body, Large Head
1268	DREAMZzz	drm047	Dizzy
1268	DREAMZzz	drm048	Zoey - Reddish Brown Arrow Quiver, Track Suit with Sleeves
1268	DREAMZzz	drm049	Doey - Reddish Brown Arrow Quiver
1203	Sonic the Hedgehog	son021	Knuckles - Scowl
1285	Animal Crossing	ani010	Wilbur
1285	Animal Crossing	ani011	Tangy
1268	DREAMZzz	drm050	Cooper - Robot with Red Cap and Puffer Vest, Clip on Back
1268	DREAMZzz	drm051	Dooper - Shoulder Armor
390	Holiday & Event / Christmas	hol355	Elf - Clip Hand, Happy / Sad
390	Holiday & Event / Christmas	hol356	Elf - Clip Hand, Smirk
390	Holiday & Event / Christmas	hol357	Santa Claus - Clip Hand
390	Holiday & Event / Christmas	hol358	Snowman - Clip Hand, Glow in the Dark
390	Holiday & Event / Christmas	hol359	Boy - Clip Hand
390	Holiday & Event / Christmas	hol360	Girl - Clip Hand
67	Town / City / Fire	cty1783	Fire - Male, Black Open Jacket with Reflective Stripes and Red Collar, Dark Tan Legs, Light Bluish Gray Coiled Hair
67	Town / City / Traffic	cty1781	Tram Driver - Female, Sand Blue Vest, Dark Blue Legs, Black Hair Braided with Knot Bun
67	Town / City / Traffic	cty1782	Tram Passenger - Female, White Shirt with Mountains Logo, Dark Purple Medium Legs, Reddish Brown Hair, Freckles
67	Town / City / Traffic	cty1784	Tram Passenger - Male, Dark Red and Coral Jogging Suit, Medium Nougat Hair, Sunglasses
67	Town / City / Traffic	cty1785	Barista - Female, Reddish Brown Apron with Cup and Name Tag, Reddish Brown Legs, Dark Orange Hair
67	Town / City / Traffic	cty1786	Child - Boy, Bright Green Sweater with Bright Light Yellow Zigzag Lines, Sand Blue Short Legs, Reddish Brown Hair
1285	Animal Crossing	ani012	Audie
1285	Animal Crossing	ani013	K.K. Slider
1285	Animal Crossing	ani014	Isabelle - Coral Hoodie
976	LEGO Brand / LEGO Employee Gift	gen185	Play Day 2024 Minifigure
67	Town / City / Construction	cty1788	Construction Engineer / Architect - Male, Black Vest with Blue Striped Tie, Black Legs, White Construction Helmet, Lopsided Grin
67	Town / City / Construction	cty1787	Construction Worker - Male, Dark Bluish Gray Overalls over Reddish Orange Safety Jacket with Reflective Stripes, Dark Bluish Gray Legs with Knee Pads, Red Construction Helmet with Black Ear Protectors / Headphones, Moustache
67	Town / City / Construction	cty1789	Construction Worker - Female, Reddish Orange Safety Jacket with Reflective Stripes, Dark Bluish Gray Legs, Red Construction Helmet with Dark Brown Ponytail Hair, Hearing Aid
842	SPEED CHAMPIONS	sc118	Mercedes-AMG SL 63 Driver
842	SPEED CHAMPIONS	sc119	Mercedes-AMG G 63 SUV Driver
801	Minecraft	min180	Hero - Orange Suit
67	Town / City / Police	cty1790	Police - City Officer Male, Neon Yellow Safety Vest, Dark Blue Legs, White Helmet, Trans-Clear Visor, Orange Life Jacket, Glasses, Beard
65	Star Wars / Star Wars Skeleton Crew	sw1349	Wim
65	Star Wars / Star Wars Skeleton Crew	sw1350	Neel
65	Star Wars / Star Wars Skeleton Crew	sw1351	Fern
65	Star Wars / Star Wars Skeleton Crew	sw1352	KB
65	Star Wars / Star Wars Skeleton Crew	sw1353	Jod
65	Star Wars / Star Wars Obi-Wan Kenobi	sw1348	Princess Leia - Young
65	Star Wars / Star Wars Ahsoka	sw1354	Ahsoka Tano (Adult) - Dark Bluish Gray Vest, Tan Tunic, Printed Arms, Light Bluish Gray Legs
65	Star Wars / Star Wars Ahsoka	sw1355	Ezra Bridger - Dark Red Robe
65	Star Wars / Star Wars Ahsoka	sw1356	Grand Admiral Thrawn - Medium Blue Skin
65	Star Wars / Star Wars Ahsoka	sw1357	Morgan Elsbeth - Black Legs
65	Star Wars / Star Wars Ahsoka	sw1358	Night Trooper - White Helmet
801	Minecraft	min181	Hero - Dark Red Torso, Pearl Dark Gray Legs
67	Town / City / Recreation	cty1804	Robot World Slushy Vendor - Male, Dark Azure Shirt and Legs, Black Hair
1203	Sonic the Hedgehog	son020	Eggrobo
65	Star Wars / Star Wars Episode 4/5/6	sw1371	Han Solo - White Shirt with Wrinkles on Front and Back, Dark Brown Legs, Wavy Hair
65	Star Wars / Star Wars Episode 4/5/6	sw1369	Lando Calrissian - Skiff Guard, Dark Brown Printed Legs
65	Star Wars / Star Wars Episode 4/5/6	sw1370	Luke Skywalker - Dark Bluish Gray Jedi Robe, Printed Legs, Hair with Side Part
1095	Super Mario	mar0191	Goomba (2 x 2 Jumper) - Angry, Eyelids
1095	Super Mario	mar0190	Goomba (2 x 2 Jumper) - Angry
1095	Super Mario	mar0192	Goomba (2 x 2 Jumper) - Surprised
817	LEGO Ideas (CUUSOO)	idea189	Chief Martin Brody
817	LEGO Ideas (CUUSOO)	idea190	Matt Hooper
817	LEGO Ideas (CUUSOO)	idea191	Sam Quint
1268	DREAMZzz	drm052	Zoey - Neck Bracket and Plate 1 x 2 with Clip
801	Minecraft	min182	Micromob Steve - Short, Reddish Brown Hair
801	Minecraft	min183	Micromob Skeleton
801	Minecraft	min184	Micromob Witch
801	Minecraft	min185	Micromob Creeper - Short (6481522 / 6632619)
801	Minecraft	min186	Micromob Villager - Short
801	Minecraft	min187	Micromob Alex
842	SPEED CHAMPIONS	sc120	NASCAR Next Gen Chevrolet Camaro ZL1 Driver
768	Super Heroes / Avengers	sh0981	Iron Man - Dark Red and Gold Armor, Round Arc Reactor, Pearl Gold Arms, Hair
768	Super Heroes / Avengers	sh0982	Hulk - Minifigure, Dark Purple Pants, Spiked Hair, Lopsided Grin / Angry
1268	DREAMZzz	drm053	Mateo - Z-Blob Shirt, Blue Puffer Vest, Hair with Lime and Red Streaks
1268	DREAMZzz	drm054	MadTeo
1268	DREAMZzz	drm055	Doey - Shoulder Pads
1268	DREAMZzz	drm057	Logan - Minifigure, Dark Blue Jacket, Hair
1268	DREAMZzz	drm056	Dogan
1268	DREAMZzz	drm061	Zoey - Backpack and Pins with Tow Ball
1268	DREAMZzz	drm058	Dizzy - Cloth Skirt
1268	DREAMZzz	drm059	Astrid
67	Town / City / Harbor	cty1791	Man (Jason 'Just Jason' Brickle) - Reddish Brown Hair, Orange Jacket and Life Jacket, Dark Blue Legs
67	Town / City / Harbor	cty1792	Child - Boy, White Tank Top with Dark Azure Sailboat, Dark Azure Short Legs, Dark Tan Bowl Cut Hair, Orange Life Jacket
67	Town / City / Harbor	cty1793	Woman - Red Ball Cap with Reddish Brown Ponytail, Orange Life Jacket, Sand Blue Legs
67	Town / City / Harbor	cty1796	Dock Worker - Male, Neon Yellow Safety Vest with Reflective Stripes, Reddish Brown Legs, White Construction Helmet, Goatee
67	Town / City / Harbor	cty1797	Child - Girl, White Collared Shirt with Fruit, Medium Lavender Short Legs, Dark Brown Hair with Buns
67	Town / City / Harbor	cty1798	Harbor Shop Worker - Female, Light Bluish Gray Hair, White Shirt with Stripes, Dark Turquoise Legs
67	Town / City / Harbor	cty1799	Fisherman - Black Knit Cap, Blue Overalls
67	Town	twn505	Modern House Resident - Male, White Sweater with Red Horizontal Stripes, Bright Light Blue Legs, Dark Brown Hair Wavy
67	Town	twn506	Modern House Resident - Female, Yellowish Green Jacket over White Shirt, Tan Legs, Medium Nougat Hair Wavy
1268	DREAMZzz	drm060	Logan - Minifigure, Dark Blue Jacket, Bright Light Orange Cap
1095	Super Mario	mar0193	Para-Biddybud - Bright Pink
1095	Super Mario	mar0194	Para-Biddybud - Bright Green
1095	Super Mario	mar0195	Goomba (Black Interior Pieces) - Surprised, Black Hat
1095	Super Mario	mar0196	Goomba (Black Interior Pieces) - Angry, Eyelids, Lavender Hat
1095	Super Mario	mar0197	Yellow Baby Yoshi - Green Legs
1095	Super Mario	mar0198	King Boo - Dark Pink Tongue, Dark Azure Scanner Tile
1095	Super Mario	mar0199	Boo - Closed Mouth, Brick, Round 2 x 2 with Axle Hole Stand
1095	Super Mario	mar0200	Dry Bones - Looking Upwards Left
67	Town / City / Recreation	cty1801	Robot World Patron - Female, Dark Green Hoodie, Dark Turquoise Legs, Dark Brown Hair with Buns
67	Town / City / Recreation	cty1802	Child - Girl, Bright Light Blue Denim Jacket over Shirt with Record, Medium Lavender Short Legs, Bright Light Yellow Hair
67	Town / City / Recreation	cty1803	Robot World Attendant - Female, White Uniform Jersey, Light Bluish Gray Legs, Nougat Hair
67	Town / City / Recreation	cty1805	Robot World DJ - Light Bluish Gray Hoodie, Black Legs
67	Town / City / Recreation	cty1806	Child - Boy, Flannel Vest over Shirt with Banana, White Short Legs, Black Hair
67	Town / City / Recreation	cty1807	Robot World Patron - Male, Dark Pink Hoodie, Sand Blue Legs, Dark Orange Hair
227	Harry Potter / Chamber of Secrets	hp501	Lucius Malfoy - Black Robe, Bright Light Yellow Hair, Plain Legs
842	SPEED CHAMPIONS	sc121	Ferrari F40 Driver
976	LEGO Brand / Promotional	gen186	LEGO Masters Minifigure White (San Diego Comic-Con 2024 Exclusive)
1203	Sonic the Hedgehog	son023	Gun Wing
1203	Sonic the Hedgehog	son022	Egg Pawn
545	FIRST LEGO League	fst046	FIRST LEGO League (FLL) Superpowered Female Mechanic
545	FIRST LEGO League	fst047	FIRST LEGO League (FLL) Superpowered Female Park Rider
545	FIRST LEGO League	fst048	FIRST LEGO League (FLL) Superpowered Female Octan Worker
545	FIRST LEGO League	fst049	FIRST LEGO League (FLL) Superpowered Male Construction Worker
227	Harry Potter / Chamber of Secrets	hp509	Harry Potter - Red Striped Sweater, Black Short Legs
227	Harry Potter / Chamber of Secrets	hp512	Ginny Weasley - Bright Light Blue Dressing Gown, Medium Lavender Short Legs
227	Harry Potter / Chamber of Secrets	hp513	Ron Weasley - Dark Red Plaid Shirt, Dark Blue Short Legs
227	Harry Potter / Chamber of Secrets	hp508	Molly Weasley - Sand Green Floral Robe
227	Harry Potter / Chamber of Secrets	hp514	Arthur Weasley - Sand Green Open Jacket, Reddish Brown Legs and Hat
227	Harry Potter / Chamber of Secrets	hp517	Percy Weasley - Bright Light Blue Striped Pajamas
227	Harry Potter	hp511	Charlie Weasley
227	Harry Potter	hp510	Bill Weasley
227	Harry Potter / Chamber of Secrets	hp515	Fred Weasley - Dark Green Striped Sweater Vest, Dark Bluish Gray Medium Legs
227	Harry Potter / Chamber of Secrets	hp516	George Weasley - Dark Green Striped Sweater Vest, Dark Bluish Gray Medium Legs
227	Harry Potter	hp519	Harry Potter - Gryffindor Sweater and Scarf, Black Short Legs
227	Harry Potter	hp522	Cho Chang - Ravenclaw Sweater and Scarf, Black Short Legs
227	Harry Potter	hp520	Draco Malfoy - Slytherin Sweater and Scarf, Black Short Legs
227	Harry Potter	hp521	Susan Bones - Hufflepuff Sweater and Scarf, Black Short Legs
227	Harry Potter	hp524	Professor Filius Flitwick - Olive Green Suit, Black Short Legs
227	Harry Potter	hp523	Choir Ghost
227	Harry Potter	hp525	Albus Dumbledore - Red Robe
67	Town / City / Fire	cty1794	Fire - Female, Black Jacket and Legs with Reflective Stripes and Red Collar, Neon Yellow Helmet, Trans-Clear Visor
167	DUPLO / DUPLO, Town / Police	4555pb061a	Duplo Figure, Police Officer - Male, Adult Man, Blue Legs, Black Top with Buttons and Badge Pattern, Blue Hat, Nougat Head with Turned Up Nose (75516)
227	Harry Potter	hp518	Harry Potter - Dark Red Quidditch Uniform, Tan Legs
746	Collectible Minifigures / Dungeons & Dragons	coldnd01	Dwarf Barbarian, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd02	Gith Warlock, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd03	Tiefling Sorcerer, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd04	Dragonborn Paladin, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd05	Halfling Druid, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd06	Aarakocra Ranger, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd10	The Lady of Pain, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd07	Mind Flayer, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd08	Strahd von Zarovich, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd09	Elf Bard, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd11	Szass Tam, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Dungeons & Dragons	coldnd12	Tasha the Witch Queen, Dungeons & Dragons (Minifigure Only without Stand and Accessories)
67	Town / City / Traffic	cty1810	Forklift Driver - Male, Red Vest over Sand Blue Shirt, Black Legs, Tan Hair
67	Town / City / Traffic	cty1809	Forklift Driver - Female, Red Vest over Sand Blue Shirt, Dark Blue Legs, Dark Brown Hair
67	Town / City / Traffic	cty1811	LEGO Truck Driver - Male, Blue Jacket over White Shirt, Dark Tan Legs, Dark Blue Cap, Dark Orange Beard
67	Town / City / Traffic	cty1808	Hot Dog Stand Customer - Female, Tan Knit Argyle Sweater Vest, Light Bluish Gray Legs, Black Hair
878	Disney / Disney Princess / Frozen	dp196	Anna - Blue Skirt, Black Boots and Black Top, Light Aqua Sleeves, Magenta Cape
